Repo,1,2,3,4,5,6,7,8,9,10
mamedev/mame,0,0,0,0,0,0,0,0,0,0
google/guava,30,24,21,20,20,19,14,12,10,8
rs/zerolog,0,0,0,0,0,0,0,0,0,0
derailed/k9s,183,139,106,79,57,44,33,26,20,17
mwaskom/seaborn,14,10,10,10,9,8,7,7,7,6
textmate/textmate,0,0,0,0,0,0,0,0,0,0
tzapu/WiFiManager,1,1,1,1,1,1,1,1,1,1
Tyrrrz/DiscordChatExporter,1,1,1,1,1,0,0,0,0,0
borgbackup/borg,20,1,0,0,0,0,0,0,0,0
ponylang/ponyc,108,95,81,64,57,47,41,34,27,25
scottjehl/Respond,0,0,0,0,0,0,0,0,0,0
coryhouse/react-slingshot,11,10,9,7,7,6,6,6,6,6
google/mediapipe,17,11,8,6,4,3,3,2,1,1
fantasyland/fantasy-land,15,5,2,2,2,2,0,0,0,0
vercel/hyper,77,53,42,38,33,30,25,23,22,18
vuejs/vuepress,22,22,22,22,21,21,20,18,16,16
reduxjs/reselect,30,14,10,8,4,2,1,1,1,1
HangfireIO/Hangfire,70,56,44,37,35,25,18,16,13,13
ServiceStack/ServiceStack,2,0,0,0,0,0,0,0,0,0
CMU-Perceptual-Computing-Lab/openpose,0,0,0,0,0,0,0,0,0,0
influxdata/telegraf,116,115,111,107,99,94,91,82,77,71
Hammerspoon/hammerspoon,3,3,2,1,1,1,1,1,1,1
madrobby/keymaster,0,0,0,0,0,0,0,0,0,0
deezer/spleeter,0,0,0,0,0,0,0,0,0,0
mattingalls/Soundflower,0,0,0,0,0,0,0,0,0,0
VerbalExpressions/JSVerbalExpressions,0,0,0,0,0,0,0,0,0,0
rails/rails,37,27,20,18,15,14,11,10,8,7
draios/sysdig,37,35,31,25,23,16,16,14,13,11
Z3Prover/z3,23,23,23,23,22,22,22,22,22,21
lukeed/clsx,9,9,7,5,5,5,4,4,2,1
cytoscape/cytoscape.js,0,0,0,0,0,0,0,0,0,0
doctrine/lexer,10,8,5,4,3,2,1,1,1,1
CachetHQ/Cachet,1,0,0,0,0,0,0,0,0,0
mikepenz/Android-Iconics,46,19,8,4,3,3,0,0,0,0
PhilJay/MPAndroidChart,3,2,2,2,2,2,2,2,2,2
SpartnerNL/Laravel-Excel,48,34,21,13,8,5,5,4,4,3
appium/appium,356,348,224,194,154,135,114,105,82,79
activerecord-hackery/ransack,30,24,18,15,15,13,11,10,9,6
mvdan/sh,23,3,3,3,3,3,3,3,2,2
apache/doris,31,5,5,2,2,2,2,2,2,2
ramda/ramda,20,4,4,4,4,3,3,3,3,3
PrismJS/prism,0,0,0,0,0,0,0,0,0,0
nccgroup/ScoutSuite,4,0,0,0,0,0,0,0,0,0
apereo/cas,105,86,30,27,26,24,22,21,19,18
FelisCatus/SwitchyOmega,43,8,8,0,0,0,0,0,0,0
ajv-validator/ajv,63,30,18,11,7,4,3,3,2,2
nvbn/thefuck,16,15,12,11,10,7,6,6,6,6
Kaggle/kaggle-api,0,0,0,0,0,0,0,0,0,0
spring-projects/spring-framework,268,268,264,262,260,256,254,252,248,245
kolodny/immutability-helper,3,1,1,1,0,0,0,0,0,0
doctrine/instantiator,13,9,6,4,2,2,2,1,1,1
react-toolbox/react-toolbox,4,3,3,1,1,1,1,0,0,0
apiaryio/api-blueprint,4,1,0,0,0,0,0,0,0,0
google/ios-webkit-debug-proxy,12,6,4,3,3,2,1,1,0,0
briangonzalez/jquery.adaptive-backgrounds.js,0,0,0,0,0,0,0,0,0,0
mortenjust/androidtool-mac,5,5,5,5,3,3,3,3,1,1
tomnomnom/gron,10,0,0,0,0,0,0,0,0,0
Ji4n1ng/OpenInTerminal,0,0,0,0,0,0,0,0,0,0
reduxjs/redux,68,46,29,23,19,16,13,9,6,6
sequelize/sequelize,424,414,390,152,122,113,78,71,68,52
openlayers/openlayers,117,98,85,81,80,76,73,73,72,72
zyedidia/micro,2,0,0,0,0,0,0,0,0,0
briannesbitt/Carbon,111,81,68,59,43,31,25,18,12,10
JetBrains/Exposed,32,2,2,1,1,1,1,1,1,1
sindresorhus/modern-normalize,5,5,3,2,2,2,0,0,0,0
facebookresearch/hydra,22,20,16,13,12,11,10,9,8,8
source-foundry/Hack,4,2,2,0,0,0,0,0,0,0
vitejs/vite,1,0,0,0,0,0,0,0,0,0
dahlbyk/posh-git,3,2,2,2,2,2,2,2,2,2
dessant/buster,0,0,0,0,0,0,0,0,0,0
facebookresearch/maskrcnn-benchmark,0,0,0,0,0,0,0,0,0,0
google/jax,20,13,4,3,3,3,1,0,0,0
welldone-software/why-did-you-render,21,3,1,1,1,1,1,1,1,0
doorkeeper-gem/doorkeeper,58,41,33,27,21,18,15,13,8,7
reduxjs/react-redux,100,75,48,29,19,12,7,5,3,2
Foundry376/Mailspring,39,35,30,26,22,18,13,12,10,8
caronc/apprise,36,32,30,28,24,21,19,18,13,10
twitter/hogan.js,0,0,0,0,0,0,0,0,0,0
riot/riot,73,24,7,2,1,0,0,0,0,0
OpenVPN/openvpn,1,1,1,1,1,1,1,1,0,0
ajenti/ajenti,4,2,0,0,0,0,0,0,0,0
gregberge/loadable-components,63,61,43,32,26,25,21,18,16,11
elastic/go-elasticsearch,8,6,1,0,0,0,0,0,0,0
divamgupta/diffusionbee-stable-diffusion-ui,1,1,1,1,1,1,0,0,0,0
barryclark/jekyll-now,2,1,1,1,1,1,1,1,1,1
belluzj/fantasque-sans,6,4,2,2,2,2,1,0,0,0
shadowsocks/shadowsocks-android,40,28,20,13,11,9,7,7,5,2
httpie/cli,13,10,9,8,7,7,6,6,4,4
google/snappy,0,0,0,0,0,0,0,0,0,0
SoftEtherVPN/SoftEtherVPN,1,0,0,0,0,0,0,0,0,0
rcmaehl/WhyNotWin11,32,32,31,19,17,17,16,16,16,1
ccampbell/mousetrap,5,0,0,0,0,0,0,0,0,0
JohnCoates/Aerial,64,18,10,0,0,0,0,0,0,0
guillaumepotier/Parsley.js,0,0,0,0,0,0,0,0,0,0
ppoffice/hexo-theme-icarus,37,35,32,24,18,15,12,10,9,4
webpy/webpy,6,4,4,3,2,1,1,1,1,1
kean/Nuke,113,56,33,21,17,15,13,10,10,9
tbruyelle/RxPermissions,5,1,0,0,0,0,0,0,0,0
facebookresearch/fastText,3,2,2,1,1,1,1,1,1,1
missive/emoji-mart,35,24,17,13,11,5,4,2,2,1
hluk/CopyQ,17,15,14,12,10,7,6,6,4,2
sass/node-sass,86,63,43,33,28,23,18,17,14,12
benphelps/homepage,49,42,39,30,28,26,25,21,20,17
hackiftekhar/IQKeyboardManager,2,0,0,0,0,0,0,0,0,0
tmux/tmux,4,0,0,0,0,0,0,0,0,0
puma/puma,48,40,34,30,27,26,24,24,23,23
Respect/Validation,13,6,6,4,3,3,3,3,3,3
rabbitmq/rabbitmq-server,297,286,271,254,244,226,209,196,178,169
esnet/iperf,2,2,2,2,1,1,1,1,1,1
standard/standard,5,4,4,2,2,1,1,1,0,0
hackjutsu/Lepton,26,24,22,21,19,19,13,11,10,7
Perfare/Il2CppDumper,0,0,0,0,0,0,0,0,0,0
Zizaco/entrust,0,0,0,0,0,0,0,0,0,0
olton/Metro-UI-CSS,56,37,26,21,16,12,10,8,5,5
tendermint/tendermint,100,61,3,2,2,1,1,1,1,1
mltframework/shotcut,3,1,0,0,0,0,0,0,0,0
alvarotrigo/fullPage.js,73,59,48,44,36,32,23,20,14,13
typicode/lowdb,8,2,0,0,0,0,0,0,0,0
GoogleChrome/workbox,78,64,58,53,44,37,26,21,19,17
alexellis/k3sup,86,51,40,30,24,18,16,13,11,9
openai/whisper,0,0,0,0,0,0,0,0,0,0
noodlewerk/NWPusher,3,1,0,0,0,0,0,0,0,0
NVIDIA/TensorRT,11,7,4,3,1,0,0,0,0,0
arogozhnikov/einops,11,9,7,7,7,6,5,3,3,3
madrobby/zepto,2,0,0,0,0,0,0,0,0,0
umdjs/umd,1,0,0,0,0,0,0,0,0,0
summernote/summernote,31,27,23,20,17,16,15,11,10,8
uxsolutions/bootstrap-datepicker,12,7,7,7,7,7,7,7,6,6
swoole/swoole-src,71,65,61,57,55,51,48,48,45,43
FreeCAD/FreeCAD,8,7,7,7,7,6,6,6,6,6
sqlcipher/sqlcipher,0,0,0,0,0,0,0,0,0,0
robb/Cartography,11,5,3,3,3,3,2,0,0,0
ProjectDent/ARKit-CoreLocation,3,3,3,3,2,2,2,2,2,0
celery/celery,29,24,22,17,14,14,11,11,10,8
caolan/async,6,5,2,1,1,1,1,1,1,1
yudai/gotty,2,2,2,1,0,0,0,0,0,0
tstack/lnav,0,0,0,0,0,0,0,0,0,0
sqlmapproject/sqlmap,0,0,0,0,0,0,0,0,0,0
typicode/husky,33,6,3,2,1,1,1,1,1,1
opencontainers/runc,31,25,22,21,17,15,13,11,11,9
dargullin/icheck,0,0,0,0,0,0,0,0,0,0
andlabs/ui,0,0,0,0,0,0,0,0,0,0
mleibman/SlickGrid,0,0,0,0,0,0,0,0,0,0
developit/microbundle,28,24,21,18,14,13,12,10,10,9
dc-js/dc.js,1,0,0,0,0,0,0,0,0,0
c0re100/qBittorrent-Enhanced-Edition,19,10,5,3,1,1,0,0,0,0
OpenRefine/OpenRefine,38,38,38,37,37,34,33,30,29,28
BoostIO/BoostNote-Legacy,1,1,0,0,0,0,0,0,0,0
brndnmtthws/conky,16,16,14,13,13,13,11,11,11,10
chrisbanes/tivi,17,17,17,17,17,14,12,11,11,11
primer/octicons,71,60,49,31,26,25,13,13,13,8
jaredreich/notie,0,0,0,0,0,0,0,0,0,0
junit-team/junit4,0,0,0,0,0,0,0,0,0,0
StackStorm/st2,40,36,30,29,27,25,24,23,22,22
sloria/TextBlob,0,0,0,0,0,0,0,0,0,0
BetterDiscord/BetterDiscord,16,5,4,3,3,3,2,1,1,1
saltstack/salt,61,2,1,0,0,0,0,0,0,0
mamaral/Onboard,2,0,0,0,0,0,0,0,0,0
js-cookie/js-cookie,24,16,12,9,5,2,2,2,1,0
moby/moby,114,106,101,98,93,91,90,86,83,81
rhysd/vim.wasm,0,0,0,0,0,0,0,0,0,0
dylanaraps/neofetch,13,5,4,3,3,1,0,0,0,0
plantuml/plantuml,0,0,0,0,0,0,0,0,0,0
cosmtrek/air,31,25,13,9,7,7,7,6,5,3
redux-saga/redux-saga,44,37,31,19,17,9,8,6,5,5
shenweichen/DeepCTR,15,6,3,0,0,0,0,0,0,0
heroiclabs/nakama,4,0,0,0,0,0,0,0,0,0
laramies/theHarvester,9,8,8,8,7,7,7,7,7,7
google/wire,5,3,2,2,2,2,0,0,0,0
tensorflow/tensorflow,84,41,25,19,12,5,3,0,0,0
tjanczuk/edge,0,0,0,0,0,0,0,0,0,0
cli/cli,113,94,88,83,80,77,73,70,68,65
nasa-jpl/open-source-rover,2,2,2,2,2,2,2,2,2,2
Workiva/go-datastructures,55,12,5,0,0,0,0,0,0,0
activeadmin/activeadmin,40,39,38,36,36,36,36,35,35,35
cplusplus/draft,0,0,0,0,0,0,0,0,0,0
lrsjng/h5ai,0,0,0,0,0,0,0,0,0,0
xournalpp/xournalpp,16,14,13,11,11,11,11,9,9,8
transmission/transmission,12,11,11,11,11,11,11,11,9,9
rxi/lite,0,0,0,0,0,0,0,0,0,0
seanmonstar/reqwest,24,19,16,13,11,9,8,4,3,0
WebAssembly/design,1,0,0,0,0,0,0,0,0,0
antimatter15/alpaca.cpp,0,0,0,0,0,0,0,0,0,0
AGWA/git-crypt,0,0,0,0,0,0,0,0,0,0
lexrus/LTMorphingLabel,2,2,2,1,1,1,1,0,0,0
fail2ban/fail2ban,6,4,2,2,1,1,1,1,1,1
playcanvas/engine,135,105,87,77,65,60,54,49,44,44
danikula/AndroidVideoCache,8,3,1,1,1,1,1,0,0,0
zenorocha/alfred-workflows,7,4,2,0,0,0,0,0,0,0
sourcegraph/conc,1,0,0,0,0,0,0,0,0,0
ogham/dog,1,1,1,0,0,0,0,0,0,0
realm/SwiftLint,116,110,97,91,87,80,68,61,52,47
raineorshine/npm-check-updates,23,14,4,2,2,2,2,2,2,1
facebook/proxygen,0,0,0,0,0,0,0,0,0,0
jorgebucaran/fisher,50,28,22,15,10,5,5,4,4,2
jupyterlab/jupyterlab,161,160,154,145,135,129,119,114,108,103
Kitware/CMake,0,0,0,0,0,0,0,0,0,0
sumatrapdfreader/sumatrapdf,0,0,0,0,0,0,0,0,0,0
brave/brave-browser,1120,305,186,153,137,119,112,104,96,90
IBM/plex,17,10,7,4,4,4,4,4,4,4
recharts/recharts,20,16,11,10,10,10,10,9,9,9
marko-js/marko,193,193,187,88,86,36,19,18,14,10
ratchetphp/Ratchet,0,0,0,0,0,0,0,0,0,0
PerfectlySoft/Perfect,0,0,0,0,0,0,0,0,0,0
graphite-project/graphite-web,2,0,0,0,0,0,0,0,0,0
openscad/openscad,2,1,1,1,1,1,1,1,1,1
twbs/bootstrap-sass,10,4,2,1,1,1,1,1,1,1
brython-dev/brython,11,0,0,0,0,0,0,0,0,0
google/dopamine,0,0,0,0,0,0,0,0,0,0
mgcrea/angular-strap,0,0,0,0,0,0,0,0,0,0
libuv/libuv,7,4,4,3,1,1,0,0,0,0
typicode/json-server,9,4,3,3,2,2,1,1,1,1
AsyncHttpClient/async-http-client,0,0,0,0,0,0,0,0,0,0
redox-os/redox,15,7,4,3,2,2,2,2,2,2
enso-org/enso,497,485,479,470,465,463,460,446,422,408
cayleygraph/cayley,13,12,12,11,11,9,9,8,6,6
NVIDIA/FastPhotoStyle,0,0,0,0,0,0,0,0,0,0
visionmedia/page.js,7,3,2,2,1,1,1,0,0,0
snowie2000/mactype,5,4,3,3,2,2,2,2,2,2
daviddao/awful-ai,0,0,0,0,0,0,0,0,0,0
haifengl/smile,0,0,0,0,0,0,0,0,0,0
joho/godotenv,7,6,6,6,3,3,2,2,2,2
angular-ui/ui-router,48,47,41,38,35,34,32,31,31,28
cheat-engine/cheat-engine,2,1,0,0,0,0,0,0,0,0
nosir/cleave.js,2,0,0,0,0,0,0,0,0,0
tutao/tutanota,321,280,229,197,182,162,137,118,104,82
ResearchKit/ResearchKit,0,0,0,0,0,0,0,0,0,0
maxogden/menubar,0,0,0,0,0,0,0,0,0,0
ValveSoftware/GameNetworkingSockets,2,0,0,0,0,0,0,0,0,0
felixrieseberg/macintosh.js,0,0,0,0,0,0,0,0,0,0
Wind4/vlmcsd,1,0,0,0,0,0,0,0,0,0
jordansissel/fpm,3,3,2,2,2,2,2,2,2,2
official-stockfish/Stockfish,9,6,3,1,1,1,1,1,1,0
nsqio/nsq,29,26,26,26,24,23,21,20,20,20
kalcaddle/KodExplorer,0,0,0,0,0,0,0,0,0,0
idank/explainshell,0,0,0,0,0,0,0,0,0,0
venmo/synx,0,0,0,0,0,0,0,0,0,0
farag2/Sophia-Script-for-Windows,63,45,23,12,8,4,3,1,1,0
zeek/zeek,36,32,29,24,23,19,18,15,13,12
pallets/flask,1,0,0,0,0,0,0,0,0,0
microsoft/ethr,1,1,0,0,0,0,0,0,0,0
webiny/webiny-js,74,65,53,51,45,44,41,39,39,39
topjohnwu/Magisk,4,1,1,0,0,0,0,0,0,0
maxence-charriere/go-app,8,2,1,1,0,0,0,0,0,0
mybatis/mybatis-3,24,16,15,15,15,13,11,9,9,9
gonum/gonum,13,13,11,10,10,10,10,9,9,6
bpampuch/pdfmake,12,7,3,1,0,0,0,0,0,0
bazelbuild/bazel,215,206,196,186,134,110,82,63,51,42
facebook/chisel,10,9,9,8,8,6,5,4,1,1
OWASP/owasp-mastg,5,4,4,4,4,4,4,4,4,4
PowerShell/Win32-OpenSSH,24,18,14,9,6,5,3,2,2,2
prometheus/node_exporter,35,33,30,25,25,23,22,22,22,22
CocoaPods/Specs,0,0,0,0,0,0,0,0,0,0
signalapp/Signal-Desktop,88,64,56,47,43,36,29,25,22,15
fossasia/visdom,0,0,0,0,0,0,0,0,0,0
buger/jsonparser,2,1,1,1,1,1,1,1,0,0
microsoft/MixedRealityToolkit-Unity,42,33,30,28,27,21,21,20,20,20
plotly/plotly.py,64,51,47,42,37,32,29,25,25,22
tonsky/AnyBar,6,3,0,0,0,0,0,0,0,0
spotify/annoy,10,4,2,1,1,1,1,0,0,0
bkeepers/dotenv,9,5,4,4,3,2,2,0,0,0
shiftkey/desktop,121,83,64,56,46,41,37,30,26,23
emilsjolander/StickyListHeaders,0,0,0,0,0,0,0,0,0,0
diegomura/react-pdf,175,165,147,94,82,61,51,43,37,32
janeczku/calibre-web,1,0,0,0,0,0,0,0,0,0
Shopify/react-native-skia,129,103,90,67,57,46,42,39,35,27
envoyproxy/envoy,1,1,0,0,0,0,0,0,0,0
mgdm/htmlq,0,0,0,0,0,0,0,0,0,0
dolthub/dolt,321,312,305,298,294,280,266,258,244,237
guardianproject/haven,34,32,31,30,30,27,25,24,23,22
jasonkuhrt/graphql-request,29,25,19,19,15,13,12,12,11,11
schollz/howmanypeoplearearound,0,0,0,0,0,0,0,0,0,0
amueller/word_cloud,0,0,0,0,0,0,0,0,0,0
sequelpro/sequelpro,5,4,2,2,1,1,1,1,1,1
opencv/cvat,46,43,39,39,38,36,32,30,30,29
IFTTT/JazzHands,0,0,0,0,0,0,0,0,0,0
sparklemotion/nokogiri,48,29,22,20,16,12,12,10,9,9
espressif/esp-idf,91,83,79,78,78,77,77,75,74,73
arzzen/git-quick-stats,36,13,2,1,0,0,0,0,0,0
gulpjs/gulp,11,11,8,8,7,7,6,6,6,6
jquense/yup,6,5,4,4,2,2,2,2,2,2
julienXX/terminal-notifier,0,0,0,0,0,0,0,0,0,0
erikflowers/weather-icons,0,0,0,0,0,0,0,0,0,0
keras-team/keras,18,14,11,10,10,10,10,10,10,10
keycastr/keycastr,3,2,1,0,0,0,0,0,0,0
tweenjs/tween.js,14,14,9,3,2,1,1,1,0,0
chinchang/hint.css,0,0,0,0,0,0,0,0,0,0
tensorflow/tensorboard,48,42,35,33,31,29,26,25,22,19
mongodb/node-mongodb-native,72,68,65,57,56,56,45,45,44,36
fluent/fluentd,9,9,8,8,8,7,6,5,5,5
kazupon/vue-i18n,148,128,93,63,43,35,29,26,19,15
uber/RIBs,10,8,5,4,4,3,3,3,3,2
pastelsky/bundlephobia,4,4,3,3,3,1,1,1,1,1
AlexeyAB/darknet,2,2,1,1,0,0,0,0,0,0
google/android-classyshark,0,0,0,0,0,0,0,0,0,0
spree/spree,94,78,62,52,47,42,33,31,30,26
falconry/falcon,1,1,0,0,0,0,0,0,0,0
conda/conda,153,145,127,121,115,106,94,90,81,78
josStorer/chatGPTBox,41,41,40,38,37,35,32,28,21,20
kickstarter/ios-oss,66,65,62,58,57,56,55,53,49,48
apertureless/vue-chartjs,53,35,29,21,17,12,11,8,8,7
jquery-validation/jquery-validation,20,18,17,16,15,14,12,11,8,6
apple/swift-nio,110,95,84,80,72,67,62,58,54,50
navasmdc/MaterialDesignLibrary,0,0,0,0,0,0,0,0,0,0
kean/Pulse,43,22,13,11,3,2,2,1,1,1
jbaysolutions/vue-grid-layout,19,9,4,0,0,0,0,0,0,0
akveo/react-native-ui-kitten,30,11,0,0,0,0,0,0,0,0
laravel/socialite,50,12,3,1,1,1,1,1,1,1
gorhill/uBlock,246,199,161,136,118,107,93,80,75,69
carrierwaveuploader/carrierwave,21,20,17,14,13,9,9,7,7,7
tholman/elevator.js,0,0,0,0,0,0,0,0,0,0
joelittlejohn/jsonschema2pojo,62,53,49,36,32,20,15,9,5,3
Kong/kong,118,39,26,24,22,21,18,16,16,15
ipfs/kubo,62,31,31,30,29,29,29,28,26,26
socketio/socket.io-client-java,5,5,5,5,5,4,3,3,2,2
simeji/jid,5,5,4,3,2,2,2,2,2,1
facebookexperimental/Recoil,16,16,15,12,10,9,8,8,8,7
reactphp/reactphp,4,3,3,3,3,2,2,1,0,0
ValdikSS/GoodbyeDPI,10,3,2,1,1,0,0,0,0,0
3b1b/manim,6,6,5,5,5,5,5,5,5,5
wpscanteam/wpscan,43,21,11,6,4,3,3,3,2,2
daniel-lundin/snabbt.js,0,0,0,0,0,0,0,0,0,0
facebook/buck,15,14,0,0,0,0,0,0,0,0
knockout/knockout,10,10,9,9,8,5,4,4,4,4
blevesearch/bleve,31,25,19,15,10,9,8,7,4,3
laravel/framework,640,566,489,429,387,358,326,304,281,257
apache/superset,25,25,23,23,22,21,18,16,16,16
gravitational/teleport,332,267,229,208,193,169,154,135,125,108
google/draco,3,1,0,0,0,0,0,0,0,0
docker/compose,56,55,52,47,45,41,37,32,31,31
una/CSSgram,9,8,7,7,6,3,3,3,1,1
snowplow/snowplow,82,80,79,78,76,73,73,71,68,67
sachinchoolur/lightGallery,58,23,14,9,6,4,2,1,1,1
tijsverkoyen/CssToInlineStyles,2,2,1,1,1,1,1,1,1,0
CosmicMind/Material,84,37,18,10,8,4,3,2,2,2
tonsky/FiraCode,18,13,12,11,10,9,9,9,9,9
sachinchoolur/lightgallery.js,5,0,0,0,0,0,0,0,0,0
lukeed/polka,16,14,11,10,10,7,5,5,3,3
plotly/plotly.js,238,183,165,141,119,106,90,82,74,67
ckeditor/ckeditor5,61,57,53,50,48,47,45,44,43,42
terkelg/prompts,19,14,8,8,6,6,5,5,3,3
santinic/how2,0,0,0,0,0,0,0,0,0,0
mozilla-mobile/firefox-ios,39,35,32,28,25,24,24,22,18,15
cefsharp/CefSharp,169,124,116,109,105,102,102,100,90,86
google/trax,6,6,4,4,4,4,3,2,2,2
opf/openproject,85,83,77,70,61,56,48,47,43,39
matthieua/WOW,6,2,1,1,0,0,0,0,0,0
expressjs/express,0,0,0,0,0,0,0,0,0,0
NVIDIA/open-gpu-kernel-modules,7,3,3,1,1,1,1,1,1,1
File-New-Project/EarTrumpet,0,0,0,0,0,0,0,0,0,0
DevExpress/testcafe,239,210,188,169,148,128,114,98,87,80
julianshapiro/velocity,5,3,3,3,2,2,2,2,2,2
dingo/api,14,4,2,2,1,1,1,1,1,1
pedant/sweet-alert-dialog,0,0,0,0,0,0,0,0,0,0
jgthms/bulma,16,14,13,12,11,11,11,9,8,8
junit-team/junit5,0,0,0,0,0,0,0,0,0,0
Laverna/laverna,15,10,8,7,6,4,3,2,2,2
svaarala/duktape,0,0,0,0,0,0,0,0,0,0
schachmat/wego,0,0,0,0,0,0,0,0,0,0
star7th/showdoc,0,0,0,0,0,0,0,0,0,0
sosedoff/pgweb,0,0,0,0,0,0,0,0,0,0
tmuxinator/tmuxinator,30,21,14,11,10,8,7,7,6,3
pxb1988/dex2jar,4,0,0,0,0,0,0,0,0,0
flyway/flyway,133,8,0,0,0,0,0,0,0,0
google/osv-scanner,13,11,11,10,8,6,6,6,4,4
gabime/spdlog,28,24,23,20,19,17,15,14,12,11
MarshallOfSound/Google-Play-Music-Desktop-Player-UNOFFICIAL-,0,0,0,0,0,0,0,0,0,0
bblanchon/ArduinoJson,112,67,44,25,16,10,6,4,3,2
keen/dashboards,1,0,0,0,0,0,0,0,0,0
lutzroeder/netron,0,0,0,0,0,0,0,0,0,0
kubernetes/kompose,29,28,23,17,15,15,14,13,13,12
google/dagger,70,59,48,42,38,35,28,24,20,15
opencart/opencart,8,7,7,7,7,7,7,7,7,7
o2sh/onefetch,29,25,25,23,17,13,10,10,9,8
yagop/node-telegram-bot-api,1,1,1,1,1,1,1,1,1,0
nathancahill/split,1,0,0,0,0,0,0,0,0,0
sshuttle/sshuttle,7,7,7,7,7,6,6,6,5,5
pymc-devs/pymc,54,51,49,46,44,42,40,39,33,30
Semantic-Org/Semantic-UI-React,20,17,14,11,8,6,5,4,3,3
rengwuxian/MaterialEditText,0,0,0,0,0,0,0,0,0,0
mingrammer/diagrams,33,24,18,15,14,14,11,10,7,6
ValveSoftware/Proton,4,1,1,1,0,0,0,0,0,0
robotframework/robotframework,16,10,9,8,8,8,8,8,8,8
sinonjs/sinon,21,12,8,4,3,2,1,0,0,0
ionic-team/capacitor,118,94,90,71,69,68,59,59,57,49
ElemeFE/element,133,130,121,119,111,109,98,98,87,87
angular/flex-layout,0,0,0,0,0,0,0,0,0,0
node-red/node-red,88,73,66,59,53,44,37,34,32,30
commaai/openpilot,1,1,0,0,0,0,0,0,0,0
iBotPeaches/Apktool,5,5,5,5,5,5,5,5,5,5
facebook/flipper,16,13,9,6,4,2,1,1,1,1
facebookresearch/pytorch3d,14,14,14,14,14,14,14,14,13,13
arendst/Tasmota,102,97,89,77,66,59,49,47,46,41
denoland/fresh,24,20,19,18,18,16,16,16,16,15
konvajs/konva,2,2,2,2,2,2,2,2,2,2
koalaman/shellcheck,0,0,0,0,0,0,0,0,0,0
iawia002/lux,81,63,43,31,22,19,13,12,11,10
numpy/numpy,105,105,105,105,105,105,105,105,105,105
jpillora/cloud-torrent,0,0,0,0,0,0,0,0,0,0
coleifer/peewee,80,54,40,29,22,21,16,15,14,11
PostgresApp/PostgresApp,38,17,4,3,1,1,0,0,0,0
microg/GmsCore,7,7,6,6,4,3,2,2,2,2
keycloak/keycloak,0,0,0,0,0,0,0,0,0,0
sivel/speedtest-cli,0,0,0,0,0,0,0,0,0,0
facebook/componentkit,0,0,0,0,0,0,0,0,0,0
pemistahl/grex,8,3,2,2,1,1,1,1,0,0
foreversd/forever,1,1,0,0,0,0,0,0,0,0
carson-katri/dream-textures,8,7,7,7,7,7,7,6,6,6
square/leakcanary,1,0,0,0,0,0,0,0,0,0
airbnb/react-sketchapp,18,12,6,3,1,1,1,1,1,1
adobe-fonts/source-han-serif,1,1,1,1,1,1,1,1,1,1
videojs/video.js,206,194,185,161,146,141,126,121,118,106
nhn/tui.image-editor,24,19,13,13,10,9,8,6,5,5
AUTOMATIC1111/stable-diffusion-webui,7,7,7,4,3,2,2,2,2,2
microsoft/semantic-kernel,42,42,40,40,40,39,38,38,36,35
koekeishiya/yabai,16,0,0,0,0,0,0,0,0,0
rstacruz/nprogress,6,5,5,5,3,2,1,1,0,0
tradingview/lightweight-charts,24,17,15,15,15,14,13,13,12,12
timarney/react-app-rewired,10,2,0,0,0,0,0,0,0,0
froala/design-blocks,0,0,0,0,0,0,0,0,0,0
reduxjs/redux-devtools,76,35,17,8,5,5,4,4,4,4
mockito/mockito,185,110,77,54,36,29,26,21,20,20
google/google-java-format,14,11,7,5,4,2,1,0,0,0
fengyuanchen/viewerjs,42,20,10,4,1,1,0,0,0,0
twitchtv/twirp,24,16,13,8,6,6,6,5,5,2
naver/billboard.js,157,153,150,126,113,113,84,77,75,62
elastic/beats,9,7,3,2,2,2,2,2,1,1
postcss/postcss,21,20,20,10,6,5,4,2,2,1
HaxeFoundation/haxe,38,38,38,36,33,31,30,29,25,25
keystonejs/keystone,56,51,40,38,37,37,37,37,36,36
knex/knex,25,23,22,18,18,16,13,13,7,6
arduino/Arduino,8,6,2,2,1,1,1,0,0,0
vuejs/apollo,52,31,25,20,17,12,12,11,10,9
ggerganov/llama.cpp,0,0,0,0,0,0,0,0,0,0
angular-fullstack/generator-angular-fullstack,20,20,19,14,13,13,13,12,12,11
zaphoyd/websocketpp,14,12,11,11,9,7,6,4,3,2
vuejs/vuex,30,23,15,12,12,10,7,5,4,4
orangeduck/Cello,0,0,0,0,0,0,0,0,0,0
php-fig/log,3,1,1,0,0,0,0,0,0,0
xdissent/ievms,0,0,0,0,0,0,0,0,0,0
musescore/MuseScore,2,0,0,0,0,0,0,0,0,0
python-pillow/Pillow,15,15,13,12,12,11,11,11,11,11
nodegit/nodegit,59,45,36,32,30,27,23,20,19,18
kovidgoyal/kitty,1,0,0,0,0,0,0,0,0,0
certbot/certbot,11,1,0,0,0,0,0,0,0,0
microsoft/vscode-cpptools,200,187,174,167,158,142,133,127,121,111
huggingface/trl,16,14,13,12,11,9,8,8,8,8
octref/polacode,3,1,1,0,0,0,0,0,0,0
microsoft/winfile,2,1,1,1,0,0,0,0,0,0
dominikh/go-tools,11,4,2,2,2,2,2,1,1,0
